"","STT","Mã môn","Tên môn","Học phần tiên quyết","TC tiên quyết","Số TC"
"TE","Hệ thống thông tin","IS484","CĐTN: Cơ sở dữ liệu","IS322 (0), IS322E (1)","117","6"
"TE","Hệ thống thông tin","IS487","CĐTN: Hệ thống thông tin quản lý","IS381 (0), IS332 (1)","110","6"
"TE","Hệ thống thông tin","IS487A","CĐTN: Công nghệ XML","","","6"
"TE","Hệ thống thông tin","IS488","CĐTN: Hệ thống thông tin doanh nghiệp","IS381 (0)","110","6"
"TE","Hệ thống thông tin","IS489","CĐTN: Hệ thống thông tin ngân hàng","IS381 (0), IS382 (1)","110","6"
"TE","Hệ thống thông tin","IS499","KLTN ngành Hệ thống thông tin","","127","6"
"TE","Hệ thống thông tin","MA100A","Toán 1","","","2"
"TE","Hệ thống thông tin","MA101","Logic, suy luận toán học và kỹ thuật đếm (Tiếng Anh)","GE103 (0)","","3"
"TE","Hệ thống thông tin","MA101A","Logic, suy luận toán học và kỹ thuật đếm","","","3"
"TE","Hệ thống thông tin","MA102","Toán cơ sở","","","3"
"TE","Hệ thống thông tin","MA103","Số và cấu trúc đại số","","","3"
"TE","Hệ thống thông tin","MA104","Số và cấu trúc đại số","","","3"
"TE","Hệ thống thông tin","MA110","Giải tích 1","","","3"
"TE","Hệ thống thông tin","MA110A","Giải tích 1A","","","2"
"TE","Hệ thống thông tin","MA111","Giải tích 2","MA110 (0)","","3"
"TE","Hệ thống thông tin","MA111A","Giải tích 2A","","","2"
"TE","Hệ thống thông tin","MA111B","Giải tích 2B","","","2"
"TE","Hệ thống thông tin","MA120","Đại số tuyến tính","","","3"
"TE","Hệ thống thông tin","MA120A","Đại số tuyến tính 1","","","2"
"TE","Hệ thống thông tin","MA120B","Đại số tuyến tính 2","","","2"
"TE","Hệ thống thông tin","MA142","Đại số tuyến tính, giải tích và ứng dụng trong kinh tế","MA102 (1), MA100A (2), EC101 (0), EC101 (1), EC101 (2), MA101A (3), EC101 (3)","","4"
"TE","Hệ thống thông tin","MA142A","Đại số tuyến tính","","","2"
"TE","Hệ thống thông tin","MA142B","Giải tích trong kinh tế","MA101 (0), MA102 (1)","","2"
"TE","Hệ thống thông tin","MA212","Phương trình vi phân","MA111 (0), MA111A (1), MA111B (2)","","2"
"TE","Hệ thống thông tin","MA222","Đại số đại cương","MA120 (0), MA120A (1), MA120B (2)","","2"
"TE","Hệ thống thông tin","MA230","Xác suất","MA111 (0), MA111A (1), MA111B (2)","","3"
"TE","Hệ thống thông tin","MA231","Xác suất thống kê ứng dụng","MA120A (6), MA110 (6), IS101 (6), CS100 (0), MA120 (0), IS101 (1), MA142 (1), MA142 (2), CS100 (3), MA120A (3), CS100A (4), MA120A (5), CS100A (5), CS100A (7), MA142 (7), CS100 (8), MA142 (8), IS009 (9), MA120 (4), MA142 (9), IM201 (6), MA142 (6)","","4"
"TE","Hệ thống thông tin","MA231A","Thống kê 1","","","2"
"TE","Hệ thống thông tin","MA231B","Thống kê 2","","","2"
"TE","Hệ thống thông tin","MA241","Toán tài chính","MA142 (0), MA142B (1), MA142A (1), MA110 (2), MA111 (2), MA120A (2)","","2"
"TE","Hệ thống thông tin","MI201","Toán rời rạc","CS122 (0)","","3"
"TE","Hệ thống thông tin","MI312","Đồ họa","CS122 (0), MA120 (0), CS122A (1), CS122B (2), MA120A (3), MA120B (4)","","2"
"TE","Hệ thống thông tin","MI321","Trí tuệ nhân tạo","CF212 (0), CF212A (1), CF212B (2), MI201 (0), MI201 (1), MI201 (2)","","3"
"TE","Hệ thống thông tin","MK201","Nguyên lý marketing","EC101 (0), EC203A (1), EC203B (1)","","2"
"TE","Hệ thống thông tin","MK202","Marketing căn bản","EC101 (0)","","3"
"TE","Hệ thống thông tin","MK311","Quản trị Marketing","MK201 (0)","","3"
"TE","Hệ thống thông tin","MK312","Quản trị thương hiệu","MK201 (0)","","2"
"TE","Hệ thống thông tin","MK313","Quản trị thương hiệu","MK201 (0), MK202 (1)","","3"
"TE","Hệ thống thông tin","MK331","Marketing ngân hàng","MK201 (0), BK201 (0)","","2"
"TE","Hệ thống thông tin","MK333","Marketing dịch vụ","MK201 (0), MK202 (1)","","2"
"TE","Hệ thống thông tin","MK423","Quan hệ cộng đồng","","50","2"
"TE","Hệ thống thông tin","MK424","Quản trị bán hàng","MK201 (0), MK202 (1)","","3"
"TE","Hệ thống thông tin","ML101","Những NLCB của chủ nghĩa Mác - Lênin","","","5"
"TE","Hệ thống thông tin","ML111","Triết học Mác – Lênin","","","2"
"TE","Hệ thống thông tin","ML112","Kinh tế chính trị và CNXH khoa học","","","3"
"TE","Hệ thống thông tin","ML112A","Kinh tế chính trị","","","3"
"TE","Hệ thống thông tin","ML112B","Chủ nghĩa xã hội khoa học","","","2"
"TE","Hệ thống thông tin","ML202","Tư tưởng Hồ Chí Minh","ML111 (0), ML101 (1), ML112A (2), ML112B (3)","","2"
"TE","Hệ thống thông tin","ML203","Đường lối cách mạng của Đảng CS Việt Nam","ML202 (0)","","3"
"TE","Hệ thống thông tin","NA151","Khoa học môi trường","","","2"
"TE","Hệ thống thông tin","NW210","Hệ thống mạng máy tính","CS100 (0)","","3"
"TE","Hệ thống thông tin","NW212","Mạng máy tính","CS212 (0), CS212A (1), CS212B (2)","","2"
"TE","Hệ thống thông tin","NW212A","Internet","","","2"
"TE","Hệ thống thông tin","NW312","Thiết kế và quản trị mạng","NW212 (0), NW212A (1)","","3"
"TE","Hệ thống thông tin","NW312A","Thiết kế quản trị mạng","","","4"
"TE","Hệ thống thông tin","NW322","Lập trình mạng","NW312 (0), NW312A (1)","","2"
"TE","Hệ thống thông tin","NW332","An toàn mạng","NW312 (0), NW312A (1)","","3"
"TE","Hệ thống thông tin","NW332A","An toàn mạng","","","4"
"TE","Hệ thống thông tin","NW439","CĐTN: An toàn mạng","NW312 (0), NW312A (1)","117","6"
"TE","Hệ thống thông tin","PE201","Tiếng Anh trong tin học 1A","GE202 (0), GE201 (0)","","2"
"TE","Hệ thống thông tin","PE221","Tiếng Anh doanh nghiệp 1A","GE202 (0), GE201 (0)","","2"
"TE","Hệ thống thông tin","PE302","Tiếng Anh trong tin học 1B","GE202 (0), PE201 (0)","","2"
"TE","Hệ thống thông tin","PE303","Tiếng Anh trong tin học 2A","PE201 (0), PE302 (0)","","2"
"TE","Hệ thống thông tin","PE304","Tiếng Anh trong tin học 1","GE201 (0), GE202 (0), GE201 (1), GE202A (1), GE201A (2), GE202A (2)","","2"
"TE","Hệ thống thông tin","PE305","Tiếng Anh trong tin học 2","PE304 (0), GE202 (0), GE202 (1), PE201 (1), GE202A (2), PE304 (2), GE202A (3), PE201 (3)","","2"
"TE","Hệ thống thông tin","PE322","Tiếng Anh doanh nghiệp 1B","PE221 (0), GE202 (0)","","2"
"TE","Hệ thống thông tin","PE323","Tiếng Anh doanh nghiệp 2A","PE322 (0), PE221 (0)","","2"
"TE","Hệ thống thông tin","PE404","Tiếng Anh trong tin học 2B","PE303 (0), PE302 (0)","","2"
"TE","Hệ thống thông tin","PE424","Tiếng Anh doanh nghiệp 2B","PE323 (0), PE322 (0)","","2"
"TE","Hệ thống thông tin","PG100","Giáo dục thể chất","","","4"
"TE","Hệ thống thông tin","PG100A","Giáo dục thể chất","","","4"
"TE","Hệ thống thông tin","PG101","GDTC: Lý thuyết","","","1"
"TE","Hệ thống thông tin","PG102","GDTC: Thể dục cổ truyền cơ bản","","","1"
"TE","Hệ thống thông tin","PG103","GDTC: Thể dục cổ truyền nâng cao","PG102 (0)","","1"
"TE","Hệ thống thông tin","PG104","GDTC: Cầu lông cơ bản","","","1"
"TE","Hệ thống thông tin","PG105","GDTC: Cầu lông nâng cao","PG104 (0)","","1"
"TE","Hệ thống thông tin","PG106","GDTC: Bóng bàn cơ bản","","","1"
"TE","Hệ thống thông tin","PG107","GDTC: Bóng bàn nâng cao","PG106 (0)","","1"
"TE","Hệ thống thông tin","PG108","GDTC: Thể dục nhịp điệu cơ bản","","","1"
"TE","Hệ thống thông tin","PG109","GDTC: Thể dục nhịp điệu nâng cao","PG108 (0)","","1"
"TE","Hệ thống thông tin","PG110","GDTC: Bơi cơ bản","","","1"
"TE","Hệ thống thông tin","PG111","GDTC: Khiêu vũ thể thao cơ bản","","","1"
"TE","Hệ thống thông tin","PG112","GDTC: Khiêu vũ thể thao nâng cao","PG111 (0)","","1"
"TE","Hệ thống thông tin","PG113","GDTC: Bóng rổ cơ bản","","","1"
"TE","Hệ thống thông tin","PG114","GDTC: Bóng rổ nâng cao","PG113 (0)","","1"
"TE","Hệ thống thông tin","PG115","GDTC: Bóng chuyền cơ bản","","","1"
"TE","Hệ thống thông tin","PG116","GDTC: Bóng chuyền nâng cao","PG115 (0)","","1"
"TE","Hệ thống thông tin","PG117","GDTC: Thể dục dã ngoại","","","1"
"TE","Hệ thống thông tin","PG118","GDTC: Thể dục cơ bản","","","1"
"TE","Hệ thống thông tin","PG119","GDTC: Thể dục Erobic","","","1"
"TE","Hệ thống thông tin","PG120","Thể dục cơ bản nâng cao","PG118 (0)","","1"
"TE","Hệ thống thông tin","PG121","Giáo dục quốc phòng","","","4"
"TE","Hệ thống thông tin","PG121D","Đường lối quân sự của Đảng","","","2"
"TE","Hệ thống thông tin","PG121E","Công tác quốc phòng - an ninh","","","2"
"TE","Hệ thống thông tin","PG122","GDQP: Đường lối quân sự của Đảng","","","1"
"TE","Hệ thống thông tin","PG123","GDQP: Công tác quốc phòng - an ninh","","","1"
"TE","Hệ thống thông tin","PG124","GDQP: Quân sự chung","","","1"
"TE","Hệ thống thông tin","PG125","GDQP: Kỹ thuật bắn súng","","","1"
"TE","Hệ thống thông tin","PG131","GDTC: Bóng rổ nâng cao 1","","","1"
"TE","Hệ thống thông tin","PG132","GDTC: Bóng rổ nâng cao 2","","","1"
"TE","Hệ thống thông tin","PG133","GDTC: Bóng rổ nâng cao 3","","","1"
"TE","Hệ thống thông tin","PG134","GDTC: Bóng rổ nâng cao 4","","","1"
"TE","Hệ thống thông tin","PG141","GDTC: Bóng chuyền nâng cao 1","","","1"
"TE","Hệ thống thông tin","PG142","GDTC: Bóng chuyền nâng cao 2","","","1"
"TE","Hệ thống thông tin","PG143","GDTC: Bóng chuyền nâng cao 3","","","1"
"TE","Hệ thống thông tin","PG144","GDTC: Bóng chuyền nâng cao 4","","","1"
"TE","Hệ thống thông tin","PG150","Bóng đá","","","4"
"TE","Hệ thống thông tin","PG151","Bóng đá nâng cao","","","4"
"TE","Hệ thống thông tin","PG160","Nhảy hiện đại","","","4"
"TE","Hệ thống thông tin","PG161","Nhảy hiện đại nâng cao","","","4"
"TE","Hệ thống thông tin","PV101","Tiếng Việt thực hành","","","2"
"TE","Hệ thống thông tin","SC201","Kỹ năng giao tiếp và thuyết trình","","36","2"
"TE","Hệ thống thông tin","SE302","Công nghệ phần mềm","IS332 (0)","","2"
"TE","Hệ thống thông tin","SE312","Kiểm thử và đảm bảo chất lượng phần mềm","SE302 (0)","","3"
"TE","Hệ thống thông tin","SE320","Quản lý dự án công nghệ thông tin","SE302 (0)","","3"
"TE","Hệ thống thông tin","SE422","Quản lý dự án phần mềm","SE302 (0)","","3"
"TE","Hệ thống thông tin","SE487","CĐTN: Phát triển phần mềm","SE302 (0)","117","6"
"TE","Hệ thống thông tin","SH131","Pháp luật đại cương","","","2"
"TE","Hệ thống thông tin","SM201","Phương pháp luận nghiên cứu khoa học","","36","3"
"TE","Hệ thống thông tin","ST450","Toeic","","","3"
"TE","Hệ thống thông tin","TE499","KLTN Hệ thống thông tin quản lý","","120","6"
"TE","Hệ thống thông tin","VL101","Tiếng Việt thực hành","","","2"
"TE","Hệ thống thông tin","VR201","Ẩm thực Việt Nam","","","3"
"TE","Hệ thống thông tin","VR203","Ẩm thực Việt Nam","","","4"
"TE","Hệ thống thông tin","VR203A","Ẩm thực Việt Nam","","","3"
